WHO Region Code,WHO Region,Country Code,Country,Year,Sex,Alcohol total per capita (15+) consumption in liters (numeric),Alcohol total per capita (15+) consumption in liters (low estimation),Alcohol total per capita (15+) consumption in liters (high estimation),Alcohol total per capita (15+) consumption in liters (string)
WPR,Western Pacific,NZL,New Zealand,2019,Male,16.46,14.49,18.8,16.46 [14.49 – 18.8]
EUR,Europe,FIN,Finland,2019,Male,16.56,14.3,19.08,16.56 [14.3 – 19.08]
EUR,Europe,BEL,Belgium,2019,Male,16.7,14.49,19.11,16.7 [14.49 – 19.11]
EUR,Europe,GRC,Greece,2019,Male,16.72,13.75,19.82,16.72 [13.75 – 19.82]
EUR,Europe,CYP,Cyprus,2019,Male,16.92,14.2,19.54,16.92 [14.2 – 19.54]
AMR,Americas,BRB,Barbados,2019,Male,16.95,14.09,20.16,16.95 [14.09 – 20.16]
EUR,Europe,CHE,Switzerland,2019,Male,17.18,14.95,19.78,17.18 [14.95 – 19.78]
EUR,Europe,SVK,Slovakia,2019,Male,17.26,14.89,20.2,17.26 [14.89 – 20.2]
EUR,Europe,EST,Estonia,2019,Male,17.35,15.01,20.92,17.35 [15.01 – 20.92]
EUR,Europe,HUN,Hungary,2019,Male,17.66,15.35,20.89,17.66 [15.35 – 20.89]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2019,Male,17.74,15.5,20.26,17.74 [15.5 – 20.26]
EUR,Europe,BLR,Belarus,2019,Male,17.93,16.08,21.1,17.93 [16.08 – 21.1]
WPR,Western Pacific,COK,Cook Islands,2019,Male,17.95,14.74,21.74,17.95 [14.74 – 21.74]
EUR,Europe,RUS,Russian Federation,2019,Male,17.99,15.36,21.46,17.99 [15.36 – 21.46]
EUR,Europe,AUT,Austria,2019,Male,18.42,15.96,21.4,18.42 [15.96 – 21.4]
AFR,Africa,BFA,Burkina Faso,2019,Male,18.5,15.34,21.72,18.5 [15.34 – 21.72]
EUR,Europe,AND,Andorra,2019,Male,18.58,15.39,21.23,18.58 [15.39 – 21.23]
EUR,Europe,POL,Poland,2019,Male,18.65,15.9,21.89,18.65 [15.9 – 21.89]
EUR,Europe,SVN,Slovenia,2019,Male,18.68,15.84,21.38,18.68 [15.84 – 21.38]
EUR,Europe,LUX,Luxembourg,2019,Male,18.74,15.87,21.48,18.74 [15.87 – 21.48]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2019,Male,19.11,15.97,22.36,19.11 [15.97 – 22.36]
EUR,Europe,FRA,France,2019,Male,19.21,16.44,22.59,19.21 [16.44 – 22.59]
EUR,Europe,IRL,Ireland,2019,Male,19.38,17.14,22.2,19.38 [17.14 – 22.2]
EUR,Europe,ROU,Romania,2019,Male,19.5,16.86,22.56,19.5 [16.86 – 22.56]
EUR,Europe,PRT,Portugal,2019,Male,19.51,16.66,23.3,19.51 [16.66 – 23.3]
EUR,Europe,MNE,Montenegro,2019,Male,19.51,16.76,22.54,19.51 [16.76 – 22.54]
EUR,Europe,DEU,Germany,2019,Male,19.71,17.24,22.5,19.71 [17.24 – 22.5]
EUR,Europe,BGR,Bulgaria,2019,Male,19.86,17.24,22.77,19.86 [17.24 – 22.77]
AFR,Africa,TZA,United Republic of Tanzania,2019,Male,19.89,16.4,23.72,19.89 [16.4 – 23.72]
EUR,Europe,ESP,Spain,2019,Male,19.94,17.16,23.1,19.94 [17.16 – 23.1]
AFR,Africa,COM,Comoros,2019,Male,2.0,0.82,3.29,2 [0.82 – 3.29]
AFR,Africa,MUS,Mauritius,2019,Female,2.0,1.42,2.38,2 [1.42 – 2.38]
WPR,Western Pacific,SGP,Singapore,2019,Both sexes,2.0,1.61,2.54,2 [1.61 – 2.54]
EUR,Europe,ISR,Israel,2019,Female,2.02,1.55,2.48,2.02 [1.55 – 2.48]
AMR,Americas,NIC,Nicaragua,2019,Female,2.02,1.62,2.51,2.02 [1.62 – 2.51]
EUR,Europe,KAZ,Kazakhstan,2019,Female,2.02,1.65,2.51,2.02 [1.65 – 2.51]
EMR,Eastern Mediterranean,TUN,Tunisia,2019,Both sexes,2.04,1.41,2.76,2.04 [1.41 – 2.76]
AFR,Africa,TCD,Chad,2019,Male,2.07,1.24,3.19,2.07 [1.24 – 3.19]
AFR,Africa,GNB,Guinea-Bissau,2019,Female,2.09,1.65,2.64,2.09 [1.65 – 2.64]
WPR,Western Pacific,VUT,Vanuatu,2019,Both sexes,2.1,1.32,2.96,2.1 [1.32 – 2.96]
AMR,Americas,GUY,Guyana,2019,Female,2.1,1.79,2.44,2.1 [1.79 – 2.44]
AFR,Africa,ERI,Eritrea,2019,Both sexes,2.11,1.34,3.0,2.11 [1.34 – 3]
WPR,Western Pacific,PNG,Papua New Guinea,2019,Both sexes,2.12,1.49,2.86,2.12 [1.49 – 2.86]
SEAR,South-East Asia,MMR,Myanmar,2019,Both sexes,2.14,1.75,2.65,2.14 [1.75 – 2.65]
EUR,Europe,ARM,Armenia,2019,Female,2.14,1.83,2.74,2.14 [1.83 – 2.74]
AFR,Africa,KEN,Kenya,2019,Both sexes,2.15,1.73,2.75,2.15 [1.73 – 2.75]
AMR,Americas,BHS,Bahamas,2019,Female,2.16,1.34,3.08,2.16 [1.34 – 3.08]
AMR,Americas,MEX,Mexico,2019,Female,2.18,1.74,2.75,2.18 [1.74 – 2.75]
AFR,Africa,ETH,Ethiopia,2019,Both sexes,2.2,1.45,3.1,2.2 [1.45 – 3.1]
AFR,Africa,LBR,Liberia,2019,Female,2.2,1.65,2.79,2.2 [1.65 – 2.79]
AFR,Africa,BEN,Benin,2019,Both sexes,2.23,1.56,2.99,2.23 [1.56 – 2.99]
AFR,Africa,MLI,Mali,2019,Male,2.26,1.35,3.48,2.26 [1.35 – 3.48]
WPR,Western Pacific,TUV,Tuvalu,2019,Male,2.26,1.7,3.17,2.26 [1.7 – 3.17]
AMR,Americas,COL,Colombia,2019,Female,2.27,1.81,2.79,2.27 [1.81 – 2.79]
WPR,Western Pacific,KIR,Kiribati,2019,Both sexes,2.32,0.91,3.66,2.32 [0.91 – 3.66]
AFR,Africa,CMR,Cameroon,2019,Female,2.32,1.86,2.8,2.32 [1.86 – 2.8]
AFR,Africa,STP,Sao Tome and Principe,2019,Female,2.49,1.96,3.07,2.49 [1.96 – 3.07]
AFR,Africa,NGA,Nigeria,2019,Female,2.49,1.99,3.04,2.49 [1.99 – 3.04]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2019,Both sexes,2.51,1.8,3.28,2.51 [1.8 – 3.28]
EUR,Europe,ALB,Albania,2019,Female,2.53,1.75,2.61,2.53 [1.75 – 2.61]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2019,Female,2.54,1.98,3.18,2.54 [1.98 – 3.18]
EMR,Eastern Mediterranean,LBN,Lebanon,2019,Male,2.58,2.01,3.42,2.58 [2.01 – 3.42]
WPR,Western Pacific,CHN,China,2019,Female,2.6,2.09,3.15,2.6 [2.09 – 3.15]
EUR,Europe,UZB,Uzbekistan,2019,Both sexes,2.61,2.14,3.19,2.61 [2.14 – 3.19]
AFR,Africa,BWA,Botswana,2019,Female,2.61,2.26,3.1,2.61 [2.26 – 3.1]
AMR,Americas,GTM,Guatemala,2019,Male,2.63,2.29,3.17,2.63 [2.29 – 3.17]
AMR,Americas,CUB,Cuba,2019,Female,2.64,2.15,3.19,2.64 [2.15 – 3.19]
AMR,Americas,BLZ,Belize,2019,Female,2.65,2.09,3.26,2.65 [2.09 – 3.26]
AFR,Africa,TGO,Togo,2019,Both sexes,2.66,1.81,3.51,2.66 [1.81 – 3.51]
AFR,Africa,MOZ,Mozambique,2019,Both sexes,2.69,1.85,3.58,2.69 [1.85 – 3.58]
WPR,Western Pacific,MNG,Mongolia,2019,Female,2.72,2.4,3.14,2.72 [2.4 – 3.14]
AFR,Africa,CPV,Cabo Verde,2019,Female,2.73,2.19,3.25,2.73 [2.19 – 3.25]
AFR,Africa,CAF,Central African Republic,2019,Male,2.76,1.84,3.92,2.76 [1.84 – 3.92]
SEAR,South-East Asia,MDV,Maldives,2019,Both sexes,2.78,1.73,3.89,2.78 [1.73 – 3.89]
AFR,Africa,GHA,Ghana,2019,Both sexes,2.78,1.99,3.72,2.78 [1.99 – 3.72]
AMR,Americas,KNA,Saint Kitts and Nevis,2019,Female,2.78,2.12,3.53,2.78 [2.12 – 3.53]
AMR,Americas,DOM,Dominican Republic,2019,Female,2.8,2.32,3.36,2.8 [2.32 – 3.36]
WPR,Western Pacific,WSM,Samoa,2019,Both sexes,2.82,2.03,3.74,2.82 [2.03 – 3.74]
WPR,Western Pacific,SLB,Solomon Islands,2019,Male,2.87,2.02,3.94,2.87 [2.02 – 3.94]
WPR,Western Pacific,PHL,Philippines,2019,Female,2.87,2.28,3.46,2.87 [2.28 – 3.46]
SEAR,South-East Asia,LKA,Sri Lanka,2019,Both sexes,2.87,2.28,3.62,2.87 [2.28 – 3.62]
AMR,Americas,VCT,Saint Vincent and the Grenadines,2019,Female,2.87,2.36,3.37,2.87 [2.36 – 3.37]
AFR,Africa,BDI,Burundi,2019,Female,2.89,2.29,3.52,2.89 [2.29 – 3.52]
AMR,Americas,DMA,Dominica,2019,Female,2.9,2.3,3.47,2.9 [2.3 – 3.47]
WPR,Western Pacific,SGP,Singapore,2019,Male,2.92,2.29,3.63,2.92 [2.29 – 3.63]
AMR,Americas,PRY,Paraguay,2019,Female,2.94,2.39,3.57,2.94 [2.39 – 3.57]
AMR,Americas,TTO,Trinidad and Tobago,2019,Female,2.94,2.45,3.5,2.94 [2.45 – 3.5]
EUR,Europe,BIH,Bosnia and Herzegovina,2019,Female,2.96,2.4,3.61,2.96 [2.4 – 3.61]
EUR,Europe,LTU,Lithuania,2019,Male,20.6,18.3,24.42,20.6 [18.3 – 24.42]
AFR,Africa,UGA,Uganda,2019,Male,20.61,17.31,24.68,20.61 [17.31 – 24.68]
EUR,Europe,MDA,Republic of Moldova,2019,Male,20.61,17.77,24.43,20.61 [17.77 – 24.43]
EUR,Europe,LVA,Latvia,2019,Male,21.61,18.74,26.1,21.61 [18.74 – 26.1]
EUR,Europe,CZE,Czechia,2019,Male,22.0,19.25,25.56,22 [19.25 – 25.56]
AMR,Americas,HTI,Haiti,2019,Both sexes,3.02,2.47,3.62,3.02 [2.47 – 3.62]
AFR,Africa,CIV,Côte d’Ivoire,2019,Both sexes,3.04,2.14,4.01,3.04 [2.14 – 4.01]
EUR,Europe,TKM,Turkmenistan,2019,Both sexes,3.09,2.74,3.56,3.09 [2.74 – 3.56]
AMR,Americas,SUR,Suriname,2019,Female,3.1,2.54,3.63,3.1 [2.54 – 3.63]
AFR,Africa,RWA,Rwanda,2019,Female,3.11,2.53,3.84,3.11 [2.53 – 3.84]
EUR,Europe,TUR,Turkey,2019,Male,3.12,2.25,4.24,3.12 [2.25 – 4.24]
AFR,Africa,GNQ,Equatorial Guinea,2019,Female,3.12,2.43,3.39,3.12 [2.43 – 3.39]
AFR,Africa,NAM,Namibia,2019,Both sexes,3.15,2.57,3.95,3.15 [2.57 – 3.95]
WPR,Western Pacific,VNM,Viet Nam,2019,Female,3.19,2.45,3.95,3.19 [2.45 – 3.95]
WPR,Western Pacific,KHM,Cambodia,2019,Female,3.21,2.55,4.03,3.21 [2.55 – 4.03]
AFR,Africa,MDG,Madagascar,2019,Male,3.22,2.06,4.64,3.22 [2.06 – 4.64]
AMR,Americas,BRA,Brazil,2019,Female,3.22,2.64,3.91,3.22 [2.64 – 3.91]
AMR,Americas,PER,Peru,2019,Female,3.24,2.74,3.88,3.24 [2.74 – 3.88]
AFR,Africa,SWZ,Eswatini,2019,Female,3.26,2.75,3.92,3.26 [2.75 – 3.92]
AMR,Americas,ECU,Ecuador,2019,Both sexes,3.27,2.7,3.96,3.27 [2.7 – 3.96]
AFR,Africa,GMB,Gambia,2019,Both sexes,3.36,2.59,4.31,3.36 [2.59 – 4.31]
AMR,Americas,PAN,Panama,2019,Female,3.36,2.69,3.98,3.36 [2.69 – 3.98]
AMR,Americas,URY,Uruguay,2019,Female,3.38,2.87,4.08,3.38 [2.87 – 4.08]
EUR,Europe,NOR,Norway,2019,Female,3.45,2.88,3.98,3.45 [2.88 – 3.98]
AFR,Africa,ZAF,South Africa,2019,Female,3.46,2.87,4.08,3.46 [2.87 – 4.08]
WPR,Western Pacific,VUT,Vanuatu,2019,Male,3.48,2.18,4.88,3.48 [2.18 – 4.88]
AFR,Africa,AGO,Angola,2019,Female,3.48,2.92,4.22,3.48 [2.92 – 4.22]
WPR,Western Pacific,PNG,Papua New Guinea,2019,Male,3.49,2.44,4.69,3.49 [2.44 – 4.69]
AFR,Africa,KEN,Kenya,2019,Male,3.51,2.84,4.54,3.51 [2.84 – 4.54]
AFR,Africa,ERI,Eritrea,2019,Male,3.52,2.25,5.03,3.52 [2.25 – 5.03]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2019,Both sexes,3.56,2.85,4.39,3.56 [2.85 – 4.39]
SEAR,South-East Asia,MMR,Myanmar,2019,Male,3.57,2.95,4.5,3.57 [2.95 – 4.5]
AFR,Africa,BEN,Benin,2019,Male,3.59,2.54,4.86,3.59 [2.54 – 4.86]
EMR,Eastern Mediterranean,TUN,Tunisia,2019,Male,3.61,2.53,4.9,3.61 [2.53 – 4.9]
SEAR,South-East Asia,THA,Thailand,2019,Female,3.61,3.04,4.35,3.61 [3.04 – 4.35]
EUR,Europe,ITA,Italy,2019,Female,3.61,3.09,4.29,3.61 [3.09 – 4.29]
AMR,Americas,GRD,Grenada,2019,Female,3.64,2.93,4.3,3.64 [2.93 – 4.3]
EUR,Europe,UKR,Ukraine,2019,Female,3.65,3.0,4.48,3.65 [3 – 4.48]
AFR,Africa,ETH,Ethiopia,2019,Male,3.66,2.39,5.12,3.66 [2.39 – 5.12]
WPR,Western Pacific,FJI,Fiji,2019,Both sexes,3.68,2.75,4.75,3.68 [2.75 – 4.75]
EUR,Europe,MLT,Malta,2019,Female,3.69,3.08,4.39,3.69 [3.08 – 4.39]
AFR,Africa,GAB,Gabon,2019,Female,3.7,3.0,4.33,3.7 [3 – 4.33]
WPR,Western Pacific,NIU,Niue,2019,Female,3.77,3.15,4.38,3.77 [3.15 – 4.38]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2019,Both sexes,3.85,2.69,5.0,3.85 [2.69 – 5]
AFR,Africa,BFA,Burkina Faso,2019,Female,3.85,3.18,4.56,3.85 [3.18 – 4.56]
AMR,Americas,BOL,Bolivia (Plurinational State of),2019,Both sexes,3.91,3.09,4.89,3.91 [3.09 – 4.89]
AMR,Americas,HND,Honduras,2019,Both sexes,3.93,3.0,4.92,3.93 [3 – 4.92]
EUR,Europe,SRB,Serbia,2019,Female,3.93,3.32,4.58,3.93 [3.32 – 4.58]
SEAR,South-East Asia,MDV,Maldives,2019,Male,3.95,2.28,5.14,3.95 [2.28 – 5.14]
AFR,Africa,COG,Congo,2019,Female,3.96,3.1,4.71,3.96 [3.1 – 4.71]
WPR,Western Pacific,KIR,Kiribati,2019,Male,3.97,1.59,6.35,3.97 [1.59 – 6.35]
AMR,Americas,LCA,Saint Lucia,2019,Female,3.97,3.27,4.68,3.97 [3.27 – 4.68]
EUR,Europe,HRV,Croatia,2019,Female,3.99,3.35,5.15,3.99 [3.35 – 5.15]
AMR,Americas,CAN,Canada,2019,Female,4.01,3.49,4.64,4.01 [3.49 – 4.64]
AFR,Africa,SYC,Seychelles,2019,Female,4.02,3.19,4.7,4.02 [3.19 – 4.7]
AMR,Americas,CRI,Costa Rica,2019,Both sexes,4.07,3.2,5.02,4.07 [3.2 – 5.02]
AFR,Africa,MWI,Malawi,2019,Both sexes,4.08,2.96,5.34,4.08 [2.96 – 5.34]
AMR,Americas,SLV,El Salvador,2019,Both sexes,4.09,3.24,5.12,4.09 [3.24 – 5.12]
EUR,Europe,GEO,Georgia,2019,Female,4.11,3.53,4.9,4.11 [3.53 – 4.9]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2019,Male,4.14,2.95,5.37,4.14 [2.95 – 5.37]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2019,Both sexes,4.16,3.22,5.12,4.16 [3.22 – 5.12]
AMR,Americas,JAM,Jamaica,2019,Both sexes,4.16,3.29,5.1,4.16 [3.29 – 5.1]
WPR,Western Pacific,KOR,Republic of Korea,2019,Female,4.17,3.45,4.95,4.17 [3.45 – 4.95]
WPR,Western Pacific,NRU,Nauru,2019,Both sexes,4.18,3.09,5.28,4.18 [3.09 – 5.28]
AFR,Africa,TGO,Togo,2019,Male,4.25,2.9,5.64,4.25 [2.9 – 5.64]
AMR,Americas,ATG,Antigua and Barbuda,2019,Female,4.25,3.39,5.21,4.25 [3.39 – 5.21]
EUR,Europe,SWE,Sweden,2019,Female,4.27,3.58,4.98,4.27 [3.58 – 4.98]
EUR,Europe,RUS,Russian Federation,2019,Female,4.31,3.71,5.18,4.31 [3.71 – 5.18]
AMR,Americas,BRB,Barbados,2019,Female,4.35,3.63,5.2,4.35 [3.63 – 5.2]
AFR,Africa,TZA,United Republic of Tanzania,2019,Female,4.36,3.57,5.25,4.36 [3.57 – 5.25]
WPR,Western Pacific,COK,Cook Islands,2019,Female,4.36,3.58,5.35,4.36 [3.58 – 5.35]
AMR,Americas,CHL,Chile,2019,Female,4.36,3.78,5.11,4.36 [3.78 – 5.11]
AFR,Africa,GHA,Ghana,2019,Male,4.37,3.12,5.81,4.37 [3.12 – 5.81]
EUR,Europe,ISR,Israel,2019,Both sexes,4.38,3.41,5.35,4.38 [3.41 – 5.35]
EUR,Europe,ISL,Iceland,2019,Female,4.39,3.65,5.18,4.39 [3.65 – 5.18]
AFR,Africa,ZMB,Zambia,2019,Both sexes,4.46,3.66,5.33,4.46 [3.66 – 5.33]
EUR,Europe,UZB,Uzbekistan,2019,Male,4.48,3.67,5.47,4.48 [3.67 – 5.47]
AFR,Africa,ZWE,Zimbabwe,2019,Both sexes,4.52,3.66,5.6,4.52 [3.66 – 5.6]
AFR,Africa,MOZ,Mozambique,2019,Male,4.53,3.17,6.16,4.53 [3.17 – 6.16]
EUR,Europe,NLD,Netherlands,2019,Female,4.54,3.91,5.24,4.54 [3.91 – 5.24]
WPR,Western Pacific,WSM,Samoa,2019,Male,4.58,3.26,6.0,4.58 [3.26 – 6]
EUR,Europe,GRC,Greece,2019,Female,4.6,3.78,5.5,4.6 [3.78 – 5.5]
AMR,Americas,ARG,Argentina,2019,Female,4.64,3.95,5.52,4.64 [3.95 – 5.52]
EUR,Europe,ARM,Armenia,2019,Both sexes,4.67,3.82,5.73,4.67 [3.82 – 5.73]
AMR,Americas,USA,United States of America,2019,Female,4.69,4.07,5.37,4.69 [4.07 – 5.37]
SEAR,South-East Asia,LKA,Sri Lanka,2019,Male,4.75,3.88,6.13,4.75 [3.88 – 6.13]
EUR,Europe,CYP,Cyprus,2019,Female,4.76,4.03,5.55,4.76 [4.03 – 5.55]
AFR,Africa,MUS,Mauritius,2019,Both sexes,4.78,3.39,5.6,4.78 [3.39 – 5.6]
AMR,Americas,BHS,Bahamas,2019,Both sexes,4.8,2.95,6.72,4.8 [2.95 – 6.72]
EUR,Europe,DNK,Denmark,2019,Female,4.8,4.09,5.59,4.8 [4.09 – 5.59]
AFR,Africa,CIV,Côte d’Ivoire,2019,Male,4.83,3.39,6.34,4.83 [3.39 – 6.34]
EUR,Europe,KGZ,Kyrgyzstan,2019,Both sexes,4.85,3.99,5.92,4.85 [3.99 – 5.92]
WPR,Western Pacific,JPN,Japan,2019,Female,4.93,4.2,5.77,4.93 [4.2 – 5.77]
AFR,Africa,UGA,Uganda,2019,Female,4.94,4.11,5.98,4.94 [4.11 – 5.98]
AMR,Americas,HTI,Haiti,2019,Male,4.96,4.1,5.99,4.96 [4.1 – 5.99]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2019,Male,4.97,3.02,5.65,4.97 [3.02 – 5.65]
EUR,Europe,FIN,Finland,2019,Female,4.99,4.32,5.79,4.99 [4.32 – 5.79]
EUR,Europe,KAZ,Kazakhstan,2019,Both sexes,5.0,4.02,6.13,5 [4.02 – 6.13]
AMR,Americas,ECU,Ecuador,2019,Male,5.01,4.17,6.05,5.01 [4.17 – 6.05]
AMR,Americas,MEX,Mexico,2019,Both sexes,5.05,3.96,6.28,5.05 [3.96 – 6.28]
EUR,Europe,EST,Estonia,2019,Female,5.06,4.29,6.18,5.06 [4.29 – 6.18]
AMR,Americas,NIC,Nicaragua,2019,Both sexes,5.07,4.03,6.13,5.07 [4.03 – 6.13]
AFR,Africa,LSO,Lesotho,2019,Both sexes,5.08,3.96,6.22,5.08 [3.96 – 6.22]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2019,Female,5.09,4.22,5.95,5.09 [4.22 – 5.95]
WPR,Western Pacific,AUS,Australia,2019,Female,5.11,4.45,5.95,5.11 [4.45 – 5.95]
EUR,Europe,BEL,Belgium,2019,Female,5.13,4.42,5.88,5.13 [4.42 – 5.88]
EUR,Europe,BLR,Belarus,2019,Female,5.13,4.59,6.11,5.13 [4.59 – 6.11]
WPR,Western Pacific,NZL,New Zealand,2019,Female,5.23,4.56,6.06,5.23 [4.56 – 6.06]
EUR,Europe,HUN,Hungary,2019,Female,5.24,4.48,6.24,5.24 [4.48 – 6.24]
EUR,Europe,TKM,Turkmenistan,2019,Male,5.26,4.69,6.13,5.26 [4.69 – 6.13]
AFR,Africa,NAM,Namibia,2019,Male,5.3,4.38,6.73,5.3 [4.38 – 6.73]
EUR,Europe,MNE,Montenegro,2019,Female,5.3,4.51,6.19,5.3 [4.51 – 6.19]
EUR,Europe,SVK,Slovakia,2019,Female,5.3,4.57,6.22,5.3 [4.57 – 6.22]
AFR,Africa,SLE,Sierra Leone,2019,Both sexes,5.31,3.99,6.68,5.31 [3.99 – 6.68]
AMR,Americas,GUY,Guyana,2019,Both sexes,5.33,4.53,6.17,5.33 [4.53 – 6.17]
AFR,Africa,LBR,Liberia,2019,Both sexes,5.37,4.07,6.74,5.37 [4.07 – 6.74]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2019,Female,5.4,4.71,6.21,5.4 [4.71 – 6.21]
AMR,Americas,COL,Colombia,2019,Both sexes,5.45,4.36,6.61,5.45 [4.36 – 6.61]
EUR,Europe,CHE,Switzerland,2019,Female,5.45,4.7,6.26,5.45 [4.7 – 6.26]
AFR,Africa,CMR,Cameroon,2019,Both sexes,5.52,4.44,6.68,5.52 [4.44 – 6.68]
AFR,Africa,GNB,Guinea-Bissau,2019,Both sexes,5.54,4.29,6.84,5.54 [4.29 – 6.84]
EUR,Europe,PRT,Portugal,2019,Female,5.59,4.76,6.67,5.59 [4.76 – 6.67]
EUR,Europe,BGR,Bulgaria,2019,Female,5.59,4.84,6.46,5.59 [4.84 – 6.46]
SEAR,South-East Asia,IND,India,2019,Both sexes,5.61,4.19,7.11,5.61 [4.19 – 7.11]
EUR,Europe,POL,Poland,2019,Female,5.65,4.78,6.75,5.65 [4.78 – 6.75]
EUR,Europe,SVN,Slovenia,2019,Female,5.67,4.79,6.61,5.67 [4.79 – 6.61]
EUR,Europe,ROU,Romania,2019,Female,5.68,4.93,6.68,5.68 [4.93 – 6.68]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2019,Male,5.72,4.62,7.17,5.72 [4.62 – 7.17]
AFR,Africa,GMB,Gambia,2019,Male,5.73,4.5,7.54,5.73 [4.5 – 7.54]
EUR,Europe,AND,Andorra,2019,Female,5.74,4.76,6.57,5.74 [4.76 – 6.57]
EUR,Europe,ESP,Spain,2019,Female,5.76,4.91,6.67,5.76 [4.91 – 6.67]
EUR,Europe,AUT,Austria,2019,Female,5.76,4.98,6.73,5.76 [4.98 – 6.73]
AFR,Africa,STP,Sao Tome and Principe,2019,Both sexes,5.8,4.59,7.06,5.8 [4.59 – 7.06]
EUR,Europe,FRA,France,2019,Female,5.83,4.99,6.91,5.83 [4.99 – 6.91]
EUR,Europe,MDA,Republic of Moldova,2019,Female,5.89,5.04,7.06,5.89 [5.04 – 7.06]
WPR,Western Pacific,MNG,Mongolia,2019,Both sexes,5.9,5.12,6.72,5.9 [5.12 – 6.72]
AMR,Americas,BOL,Bolivia (Plurinational State of),2019,Male,6.0,4.74,7.47,6 [4.74 – 7.47]
WPR,Western Pacific,CHN,China,2019,Both sexes,6.04,4.93,7.32,6.04 [4.93 – 7.32]
WPR,Western Pacific,FJI,Fiji,2019,Male,6.08,4.53,7.82,6.08 [4.53 – 7.82]
EUR,Europe,LUX,Luxembourg,2019,Female,6.08,4.98,7.12,6.08 [4.98 – 7.12]
EUR,Europe,DEU,Germany,2019,Female,6.15,5.34,7.08,6.15 [5.34 – 7.08]
AFR,Africa,NGA,Nigeria,2019,Both sexes,6.19,5.01,7.48,6.19 [5.01 – 7.48]
AMR,Americas,CUB,Cuba,2019,Both sexes,6.26,5.15,7.48,6.26 [5.15 – 7.48]
EUR,Europe,LTU,Lithuania,2019,Female,6.3,5.54,7.62,6.3 [5.54 – 7.62]
EUR,Europe,LVA,Latvia,2019,Female,6.31,5.39,7.8,6.31 [5.39 – 7.8]
AMR,Americas,HND,Honduras,2019,Male,6.34,4.82,7.97,6.34 [4.82 – 7.97]
AMR,Americas,KNA,Saint Kitts and Nevis,2019,Both sexes,6.34,4.85,7.98,6.34 [4.85 – 7.98]
EUR,Europe,IRL,Ireland,2019,Female,6.34,5.53,7.27,6.34 [5.53 – 7.27]
AMR,Americas,BLZ,Belize,2019,Both sexes,6.37,5.01,7.79,6.37 [5.01 – 7.79]
AFR,Africa,CPV,Cabo Verde,2019,Both sexes,6.4,5.25,7.6,6.4 [5.25 – 7.6]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2019,Both sexes,6.43,5.05,7.95,6.43 [5.05 – 7.95]
AMR,Americas,CRI,Costa Rica,2019,Male,6.49,5.11,8.01,6.49 [5.11 – 8.01]
AMR,Americas,TTO,Trinidad and Tobago,2019,Both sexes,6.52,5.48,7.68,6.52 [5.48 – 7.68]
AFR,Africa,BWA,Botswana,2019,Both sexes,6.61,5.64,7.64,6.61 [5.64 – 7.64]
AMR,Americas,DOM,Dominican Republic,2019,Both sexes,6.68,5.53,8.0,6.68 [5.53 – 8]
AMR,Americas,JAM,Jamaica,2019,Male,6.71,5.36,8.27,6.71 [5.36 – 8.27]
AFR,Africa,MWI,Malawi,2019,Male,6.76,4.94,8.95,6.76 [4.94 – 8.95]
AMR,Americas,PER,Peru,2019,Both sexes,6.78,5.73,8.02,6.78 [5.73 – 8.02]
EUR,Europe,ALB,Albania,2019,Both sexes,6.82,5.48,8.1,6.82 [5.48 – 8.1]
EUR,Europe,ISR,Israel,2019,Male,6.84,5.36,8.37,6.84 [5.36 – 8.37]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2019,Male,6.89,5.39,8.51,6.89 [5.39 – 8.51]
EUR,Europe,CZE,Czechia,2019,Female,6.9,5.95,8.03,6.9 [5.95 – 8.03]
AMR,Americas,SLV,El Salvador,2019,Male,6.91,5.73,9.0,6.91 [5.73 – 9]
AMR,Americas,URY,Uruguay,2019,Both sexes,6.92,5.76,8.13,6.92 [5.76 – 8.13]
AFR,Africa,GNQ,Equatorial Guinea,2019,Both sexes,6.92,5.81,8.07,6.92 [5.81 – 8.07]
AMR,Americas,PRY,Paraguay,2019,Both sexes,7.01,5.78,8.37,7.01 [5.78 – 8.37]
WPR,Western Pacific,PHL,Philippines,2019,Both sexes,7.02,5.61,8.42,7.02 [5.61 – 8.42]
WPR,Western Pacific,NRU,Nauru,2019,Male,7.07,5.27,9.01,7.07 [5.27 – 9.01]
EUR,Europe,NOR,Norway,2019,Both sexes,7.14,6.13,8.26,7.14 [6.13 – 8.26]
